table_schema,table_name,column_name,data_type,is_nullable,column_default
public,user_organizations_vw,organization_id,uuid,YES,null
public,user_organizations_vw,org_id,uuid,YES,null
public,user_organizations_vw,role,text,YES,null
public,user_organizations_vw,organization_name,text,YES,null
public,user_organizations_vw,organization_slug,text,YES,null
public,user_organizations_vw,org_slug,text,YES,null
public,user_organizations_vw,organization_status,text,YES,null
public,user_organizations_vw,subscription,text,YES,null
public,user_organizations_vw,features,jsonb,YES,null
public,user_organizations_vw,organization_created_at,timestamp with time zone,YES,null
public,user_organizations_vw,status,text,YES,null
public,user_organizations_vw,accepted_at,timestamp with time zone,YES,null
public,user_organizations_vw,last_seen_at,timestamp with time zone,YES,null
public,user_profiles,id,uuid,NO,gen_random_uuid()
public,user_profiles,user_id,uuid,YES,null
public,user_profiles,name,text,NO,null
public,user_profiles,email,text,NO,null
public,user_profiles,organization,text,YES,null
public,user_profiles,role,text,YES,null
public,user_profiles,cohort,text,YES,null
public,user_profiles,created_at,timestamp with time zone,YES,now()
public,user_profiles,updated_at,timestamp with time zone,YES,now()
public,user_quiz_attempts,id,uuid,NO,gen_random_uuid()
public,user_quiz_attempts,user_id,uuid,YES,null
public,user_quiz_attempts,lesson_id,text,YES,null
public,user_quiz_attempts,attempt_number,integer,YES,1
public,user_quiz_attempts,score,integer,YES,0
public,user_quiz_attempts,max_score,integer,YES,0
public,user_quiz_attempts,percentage,integer,YES,0
public,user_quiz_attempts,answers,jsonb,YES,'{}'::jsonb
public,user_quiz_attempts,started_at,timestamp with time zone,YES,now()
public,user_quiz_attempts,completed_at,timestamp with time zone,YES,null
public,user_quiz_attempts,passed,boolean,YES,false
public,user_reflections,id,uuid,NO,gen_random_uuid()
public,user_reflections,user_id,uuid,YES,null
public,user_reflections,lesson_id,text,YES,null
public,user_reflections,content,text,YES,null
public,user_reflections,created_at,timestamp with time zone,YES,now()
public,user_reflections,updated_at,timestamp with time zone,YES,now()
public,users,id,uuid,NO,gen_random_uuid()
public,users,email,text,NO,null
public,users,password_hash,text,NO,null
public,users,first_name,text,YES,null
public,users,last_name,text,YES,null
public,users,role,text,YES,'user'::text
public,users,is_active,boolean,YES,true
public,users,created_at,timestamp with time zone,YES,now()
public,users,updated_at,timestamp with time zone,YES,now()
public,users,organization_id,uuid,YES,null
realtime,messages,topic,text,NO,null
realtime,messages,extension,text,NO,null
realtime,messages,payload,jsonb,YES,null
realtime,messages,event,text,YES,null
realtime,messages,private,boolean,YES,false
realtime,messages,updated_at,timestamp without time zone,NO,now()
realtime,messages,inserted_at,timestamp without time zone,NO,now()
realtime,messages,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_02_16,topic,text,NO,null
realtime,messages_2026_02_16,extension,text,NO,null
realtime,messages_2026_02_16,payload,jsonb,YES,null
realtime,messages_2026_02_16,event,text,YES,null
realtime,messages_2026_02_16,private,boolean,YES,false
realtime,messages_2026_02_16,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_16,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_16,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_02_17,topic,text,NO,null
realtime,messages_2026_02_17,extension,text,NO,null
realtime,messages_2026_02_17,payload,jsonb,YES,null
realtime,messages_2026_02_17,event,text,YES,null
realtime,messages_2026_02_17,private,boolean,YES,false
realtime,messages_2026_02_17,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_17,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_17,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_02_18,topic,text,NO,null
realtime,messages_2026_02_18,extension,text,NO,null
realtime,messages_2026_02_18,payload,jsonb,YES,null
realtime,messages_2026_02_18,event,text,YES,null
realtime,messages_2026_02_18,private,boolean,YES,false
realtime,messages_2026_02_18,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_18,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_18,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_02_19,topic,text,NO,null
realtime,messages_2026_02_19,extension,text,NO,null
realtime,messages_2026_02_19,payload,jsonb,YES,null
realtime,messages_2026_02_19,event,text,YES,null
realtime,messages_2026_02_19,private,boolean,YES,false
realtime,messages_2026_02_19,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_19,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_19,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_02_20,topic,text,NO,null
realtime,messages_2026_02_20,extension,text,NO,null
realtime,messages_2026_02_20,payload,jsonb,YES,null
realtime,messages_2026_02_20,event,text,YES,null
realtime,messages_2026_02_20,private,boolean,YES,false
realtime,messages_2026_02_20,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_20,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_20,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_02_21,topic,text,NO,null
realtime,messages_2026_02_21,extension,text,NO,null
realtime,messages_2026_02_21,payload,jsonb,YES,null
realtime,messages_2026_02_21,event,text,YES,null
realtime,messages_2026_02_21,private,boolean,YES,false
realtime,messages_2026_02_21,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_21,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_21,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_02_22,topic,text,NO,null
realtime,messages_2026_02_22,extension,text,NO,null
realtime,messages_2026_02_22,payload,jsonb,YES,null
realtime,messages_2026_02_22,event,text,YES,null
realtime,messages_2026_02_22,private,boolean,YES,false
realtime,messages_2026_02_22,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_22,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_22,id,uuid,NO,gen_random_uuid()
realtime,schema_migrations,version,bigint,NO,null
realtime,schema_migrations,inserted_at,timestamp without time zone,YES,null
realtime,subscription,id,bigint,NO,null
realtime,subscription,subscription_id,uuid,NO,null
realtime,subscription,entity,regclass,NO,null
realtime,subscription,filters,ARRAY,NO,'{}'::realtime.user_defined_filter[]
realtime,subscription,claims,jsonb,NO,null
realtime,subscription,claims_role,regrole,NO,null
realtime,subscription,created_at,timestamp without time zone,NO,"timezone('utc'::text, now())"
realtime,subscription,action_filter,text,YES,'*'::text
storage,buckets,id,text,NO,null
storage,buckets,name,text,NO,null
storage,buckets,owner,uuid,YES,null
storage,buckets,created_at,timestamp with time zone,YES,now()
storage,buckets,updated_at,timestamp with time zone,YES,now()
storage,buckets,public,boolean,YES,false
storage,buckets,avif_autodetection,boolean,YES,false
storage,buckets,file_size_limit,bigint,YES,null
storage,buckets,allowed_mime_types,ARRAY,YES,null
storage,buckets,owner_id,text,YES,null
storage,buckets,type,USER-DEFINED,NO,'STANDARD'::storage.buckettype
storage,buckets_analytics,name,text,NO,null
storage,buckets_analytics,type,USER-DEFINED,NO,'ANALYTICS'::storage.buckettype
storage,buckets_analytics,format,text,NO,'ICEBERG'::text
storage,buckets_analytics,created_at,timestamp with time zone,NO,now()
storage,buckets_analytics,updated_at,timestamp with time zone,NO,now()
storage,buckets_analytics,id,uuid,NO,gen_random_uuid()
storage,buckets_analytics,deleted_at,timestamp with time zone,YES,null
storage,buckets_vectors,id,text,NO,null
storage,buckets_vectors,type,USER-DEFINED,NO,'VECTOR'::storage.buckettype
storage,buckets_vectors,created_at,timestamp with time zone,NO,now()
storage,buckets_vectors,updated_at,timestamp with time zone,NO,now()
storage,migrations,id,integer,NO,null
storage,migrations,name,character varying,NO,null
storage,migrations,hash,character varying,NO,null
storage,migrations,executed_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
storage,objects,id,uuid,NO,gen_random_uuid()
storage,objects,bucket_id,text,YES,null
storage,objects,name,text,YES,null
storage,objects,owner,uuid,YES,null
storage,objects,created_at,timestamp with time zone,YES,now()
storage,objects,updated_at,timestamp with time zone,YES,now()
storage,objects,last_accessed_at,timestamp with time zone,YES,now()
storage,objects,metadata,jsonb,YES,null
storage,objects,path_tokens,ARRAY,YES,null
storage,objects,version,text,YES,null
storage,objects,owner_id,text,YES,null
storage,objects,user_metadata,jsonb,YES,null
storage,s3_multipart_uploads,id,text,NO,null
storage,s3_multipart_uploads,in_progress_size,bigint,NO,0
storage,s3_multipart_uploads,upload_signature,text,NO,null
storage,s3_multipart_uploads,bucket_id,text,NO,null
storage,s3_multipart_uploads,key,text,NO,null
storage,s3_multipart_uploads,version,text,NO,null
storage,s3_multipart_uploads,owner_id,text,YES,null
storage,s3_multipart_uploads,created_at,timestamp with time zone,NO,now()
storage,s3_multipart_uploads,user_metadata,jsonb,YES,null
storage,s3_multipart_uploads_parts,id,uuid,NO,gen_random_uuid()
storage,s3_multipart_uploads_parts,upload_id,text,NO,null
storage,s3_multipart_uploads_parts,size,bigint,NO,0
storage,s3_multipart_uploads_parts,part_number,integer,NO,null
storage,s3_multipart_uploads_parts,bucket_id,text,NO,null
storage,s3_multipart_uploads_parts,key,text,NO,null
storage,s3_multipart_uploads_parts,etag,text,NO,null
storage,s3_multipart_uploads_parts,owner_id,text,YES,null
storage,s3_multipart_uploads_parts,version,text,NO,null
storage,s3_multipart_uploads_parts,created_at,timestamp with time zone,NO,now()
storage,vector_indexes,id,text,NO,gen_random_uuid()
storage,vector_indexes,name,text,NO,null
storage,vector_indexes,bucket_id,text,NO,null
storage,vector_indexes,data_type,text,NO,null
storage,vector_indexes,dimension,integer,NO,null
storage,vector_indexes,distance_metric,text,NO,null
storage,vector_indexes,metadata_configuration,jsonb,YES,null
storage,vector_indexes,created_at,timestamp with time zone,NO,now()
storage,vector_indexes,updated_at,timestamp with time zone,NO,now()
supabase_migrations,schema_migrations,version,text,NO,null
supabase_migrations,schema_migrations,statements,ARRAY,YES,null
supabase_migrations,schema_migrations,name,text,YES,null
supabase_migrations,schema_migrations,created_by,text,YES,null
supabase_migrations,schema_migrations,idempotency_key,text,YES,null
supabase_migrations,schema_migrations,rollback,ARRAY,YES,null
supabase_migrations,seed_files,path,text,NO,null
supabase_migrations,seed_files,hash,text,NO,null
vault,decrypted_secrets,id,uuid,YES,null
vault,decrypted_secrets,name,text,YES,null
vault,decrypted_secrets,description,text,YES,null
vault,decrypted_secrets,secret,text,YES,null
vault,decrypted_secrets,decrypted_secret,text,YES,null
vault,decrypted_secrets,key_id,uuid,YES,null
vault,decrypted_secrets,nonce,bytea,YES,null
vault,decrypted_secrets,created_at,timestamp with time zone,YES,null
vault,decrypted_secrets,updated_at,timestamp with time zone,YES,null
vault,secrets,id,uuid,NO,gen_random_uuid()
vault,secrets,name,text,YES,null
vault,secrets,description,text,NO,''::text
vault,secrets,secret,text,NO,null
vault,secrets,key_id,uuid,YES,null
vault,secrets,nonce,bytea,YES,vault._crypto_aead_det_noncegen()
vault,secrets,created_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
vault,secrets,updated_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
